date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-02-22T18:14:04Z,100000.00,100000.00,100000.00,0.00,0.00,100000.00,0.00,0.00,0.00,0
