date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-04-27T17:42:24Z,99689.25,99803.00,106101.50,-230.75,0.00,100000.00,-310.75,-0.31,0.00,1
