pos_id,strategy_id,entry_time,exit_time,entry_cost,exit_credit,pnl_inr,status,hold_days,entry_fee,exit_fee,total_fees
pos_000001,ic_NIFTY_20260505_IC-1,2026-04-27T17:42:24Z,,6181.50,0.00,0.00,OPEN,0.0,80.00,0.00,80.00
