date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-05-10T19:24:33Z,100000.00,100000.00,100000.00,0.00,0.00,100000.00,0.00,0.00,0.00,0
2026-05-10T19:25:34Z,100000.00,100000.00,100000.00,0.00,0.00,100000.00,0.00,0.00,0.00,0
