CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,11,-,3,-,"2,650.85",760.85,390,"2,599.60","2,724.05",390,"23,100.00",65,3.65,3.85,"1,170",-2.50,3.65,33.76,"1,58,926","27,184","60,712",
,2,1,2,-,"2,600.35",656.45,650,"2,547.50","2,657.45",650,"23,150.00",130,3.80,4.20,585,-2.55,4.20,33.78,"12,169","1,596","2,185",
,5,-,3,45.52,"2,602.20",892.20,650,"2,488.35","2,607.15",650,"23,200.00",130,3.75,4.75,130,-2.45,4.40,33.38,"58,797","1,964","10,776",
,1,-,2,39.99,"2,538.55",694.40,650,"2,455.45","2,564.75",650,"23,250.00",65,3.90,4.50,"1,105",-2.40,4.50,32.88,"11,468",842,"1,934",
,14,-,3,45.33,"2,507.10",837.10,650,"2,389.20","2,523.85",65,"23,300.00","5,395",4.20,5.25,"1,105",-2.15,5.00,32.74,"91,443","-5,675","15,137",
,4,-,4,37.09,"2,435.30",689.10,650,"2,339.65","2,457.00",650,"23,350.00",260,4.50,4.60,"3,250",-3.00,4.60,31.78,"11,448",-126,"1,440",
,13,-,2,42.15,"2,401.40",716.40,650,"2,290.65","2,408.10",650,"23,400.00","1,040",5.00,5.15,195,-2.80,5.00,31.53,"37,082","-1,230","3,816",
,3,1,2,-,"2,302.25",670.60,650,"2,240.50","2,358.00",650,"23,450.00",65,5.20,5.45,260,-2.90,5.45,31.29,"11,792",-705,835,
,187,13,49,-,"2,245.00",656.05,65,"2,244.30","2,270.70",65,"23,500.00","1,235",5.30,6.00,130,-3.55,5.30,30.56,"1,90,401","23,072","51,685",
,3,2,7,-,"2,220.90",733.50,650,"2,141.40","2,267.30",650,"23,550.00",195,5.30,7.10,910,-3.80,5.40,30.03,"11,620",-334,"1,534",
,14,2,5,-,"2,138.70",723.70,650,"2,103.10","2,207.80",650,"23,600.00",195,5.35,7.35,130,-4.40,5.25,29.30,"48,684","-3,262","6,390",
,3,1,2,-,"2,109.35",707.70,650,"2,043.15","2,159.15",650,"23,650.00",130,5.85,6.35,65,-4.65,5.85,29.14,"11,857",-445,"1,563",
,8,-3,5,33.23,"2,088.15",690.15,650,"1,994.15","2,108.30",650,"23,700.00",975,5.60,7.45,130,-5.65,5.60,28.34,"58,889",-335,"7,748",
,130,29,33,-,"2,003.15",848.15,650,"1,812.95","2,169.10","1,690","23,750.00",130,5.90,8.90,"3,900",-6.25,5.85,27.90,"13,785",39,"1,775",
,28,-1,2,29.32,"1,982.50",761.50,390,"1,905.00","2,018.45",390,"23,800.00",455,7.10,8.85,130,-5.85,7.10,28.08,"88,315","-2,784","12,254",
,3,1,3,-,"1,902.15",647.35,650,"1,844.65","1,968.70",650,"23,850.00",130,6.65,9.40,130,-5.35,8.80,28.39,"14,562",90,"1,471",
,14,-,2,-,"1,853.75",727.75,390,"1,807.80","1,918.85",650,"23,900.00","11,505",8.20,9.40,260,-7.25,8.20,27.43,"60,195","-2,444","7,579",
,2,1,2,-,"1,821.75",718.75,650,"1,745.80","1,869.30",650,"23,950.00",650,7.65,9.55,650,-7.05,9.75,27.55,"13,818",-969,"1,113",
,"1,824",-151,"1,036",-,"1,754.00",649.30,65,"1,751.15","1,772.10",130,"24,000.00",260,8.75,9.05,455,-9.60,8.55,26.32,"3,08,332","64,614","99,159",
,3,-1,1,28.18,"1,738.30",788.85,975,"1,658.00","1,760.60",975,"24,050.00",130,8.90,10.00,195,-10.10,10.00,26.34,"13,203",-645,"1,248",
,149,-222,389,-,"1,655.30",647.15,325,"1,650.90","1,681.65",130,"24,100.00","1,040",9.25,10.00,"38,415",-11.85,10.00,25.68,"86,581",-785,"10,378",
,7,-1,1,33.41,"1,665.20",712.60,650,"1,549.70","1,648.20",130,"24,150.00",130,9.95,10.05,130,-14.40,10.05,25.04,"19,910","-1,134","1,514",
,54,-30,87,-,"1,565.00",648.20,130,"1,551.05","1,568.00",130,"24,200.00",780,9.60,11.60,"3,185",-15.15,11.75,25.05,"95,160","-2,007","13,743",
,56,-21,29,-,"1,497.25",635.05,65,"1,493.05","1,531.45",65,"24,250.00",780,9.65,11.00,"1,430",-18.65,11.00,24.09,"26,320",-82,"3,963",
,147,-122,295,-,"1,459.50",644.60,130,"1,451.80","1,485.65",195,"24,300.00",65,11.00,12.45,455,-21.35,12.55,23.98,"86,271","-3,450","9,817",
,76,-7,11,24.38,"1,440.15",661.05,975,"1,362.15","1,462.90",975,"24,350.00",195,11.10,12.95,130,-25.65,11.80,23.03,"22,206","-1,570","2,204",
,334,-126,468,-,"1,365.00",635.20,65,"1,360.00","1,375.00",130,"24,400.00",130,11.55,13.10,"1,300",-30.40,11.55,22.26,"86,451","-5,386","10,630",
,149,-33,83,-,"1,300.40",615.65,130,"1,300.05","1,350.95",130,"24,450.00",325,12.35,13.35,130,-35.55,12.35,21.84,"24,872",-753,"2,565",
,"3,202","-1,651","6,666",-,"1,264.30",620.00,520,"1,260.15","1,270.00",130,"24,500.00","1,235",13.00,13.15,130,-40.05,13.20,21.42,"3,06,501","31,852","63,588",
,266,-16,94,12.50,"1,224.90",628.35,195,"1,209.55","1,233.80",195,"24,550.00",130,13.10,14.25,65,-45.70,14.80,21.20,"37,414","-5,074","2,502",
,"1,474","-1,022","3,164",-,"1,157.90",602.75,195,"1,164.10","1,184.80",195,"24,600.00",65,13.80,15.70,65,-53.10,15.30,20.62,"1,31,048","8,852","25,109",
,465,-38,138,-,"1,119.00",606.55,195,"1,113.75","1,143.70","1,040","24,650.00",260,14.70,16.80,650,-62.25,14.60,19.71,"47,664",-51,"11,444",
,"1,594",-923,"3,082",-,"1,070.00",595.95,325,"1,067.05","1,086.45",195,"24,700.00",455,17.00,17.75,65,-70.30,16.25,19.42,"1,45,273","3,099","23,460",
,775,-953,"2,292",-,"1,022.95",587.95,195,"1,019.00","1,031.95",455,"24,750.00",65,17.45,19.40,"1,300",-80.80,17.80,19.06,"46,860",780,"7,997",
,"5,724","-2,162","7,707",-,975.00,577.35,260,971.15,984.15,130,"24,800.00",65,18.65,19.50,65,-90.85,19.30,18.66,"1,80,286","7,557","31,687",
,735,"-1,025","3,353",-,922.00,560.10,130,901.90,952.05,520,"24,850.00",195,19.75,21.75,"1,300",-103.00,20.50,18.15,"49,524","4,161","9,786",
