date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-05-11T02:08:58Z,99871.25,99895.62,103985.75,-48.75,0.00,100000.00,-128.75,-0.13,0.00,1
