t,cash,equity,equity_mid,unrealized_pnl,realized_pnl,open_positions,peak,drawdown
2026-02-05T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
2026-02-06T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
2026-02-10T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
2026-02-11T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
2026-02-12T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
2026-02-13T10:00:00Z,100000.00,100000.00,100000.00,0.00,0.00,0,100000.00,0.00
