CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,7,2,10,-,"2,578.35",-50.90,65,"2,685.65","2,777.25",65,"23,100.00",715,3.15,3.20,"2,405",0.30,3.20,36.81,"1,57,847","17,549","54,437",
,45,-,-,-,"2,583.40",-,"1,755","2,498.25","2,731.00",65,"23,150.00","2,860",3.20,3.40,650,0.45,3.40,36.46,"36,450",976,"2,336",
,5,1,2,-,"2,478.15",-63.90,"1,690","2,377.80","2,636.15",65,"23,200.00",130,3.25,3.35,"1,040",0.30,3.30,35.70,"88,249","10,167","25,683",
,2,-,-,-,"2,480.90",-,"1,755","2,368.55","2,628.45",65,"23,250.00",585,3.40,3.50,65,0.50,3.55,35.39,"15,342",740,"1,395",
,42,-,-,-,"2,430.00",-,390,"2,467.65","2,603.90",65,"23,300.00","3,965",3.45,3.50,"2,145",0.35,3.45,34.64,"83,763","4,173","20,282",
,2,-,-,-,"2,381.35",-,"1,755","2,275.30","2,531.50",65,"23,350.00",130,3.65,3.75,"1,885",0.45,3.65,34.25,"25,713",573,"1,787",
,24,-,-,-,"2,338.85",-,390,"2,368.20","2,454.65",65,"23,400.00","2,145",3.65,3.70,"3,705",0.55,3.70,33.68,"54,471","1,744","11,814",
,3,-,-,-,"2,281.65",-,"1,755","2,212.70","2,431.50",65,"23,450.00","1,430",3.80,3.85,65,0.40,3.80,33.16,"24,771",990,"1,691",
,"7,628",-58,248,-,"2,325.00",82.50,260,"2,321.45","2,331.00",65,"23,500.00","3,965",3.80,3.90,130,0.50,3.90,32.64,"2,00,201","11,220","67,411",
,3,-,-,-,"2,187.95",-3.95,390,"2,219.20","2,323.70",65,"23,550.00","1,365",4.00,4.15,"2,405",0.40,4.00,32.11,"16,194",786,"1,499",
