date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-05-10T19:01:32Z,99507.25,99712.00,108285.50,-412.75,0.00,100000.00,-492.75,-0.49,0.00,1
