t,cash,equity,unrealized_pnl,realized_pnl,open_positions
2026-02-05T10:00:00Z,100000.00,100000.00,0.00,0.00,0
2026-02-06T10:00:00Z,100000.00,100000.00,0.00,0.00,0
2026-02-10T10:00:00Z,100000.00,100000.00,0.00,0.00,0
2026-02-11T10:00:00Z,100000.00,100000.00,0.00,0.00,0
2026-02-12T10:00:00Z,100000.00,100000.00,0.00,0.00,0
2026-02-13T10:00:00Z,100000.00,100000.00,0.00,0.00,0
