CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,6,-,2,-,"2,740.00",-288.85,-,-,"2,802.50","1,690","23,100.00",325,50.50,54.00,65,13.00,53.95,17.84,421,-24,"1,003",
,-,-,-,-,-,-,-,-,"2,720.90","1,690","23,150.00","1,690",36.55,60.40,"1,690",3.00,44.20,16.82,16,-,47,
,-,-1,3,-,"2,591.00",-196.55,-,-,"2,687.65","1,690","23,200.00",650,55.00,56.45,65,13.90,55.30,17.42,80,18,158,
,1,-,2,-,"2,483.65",-123.60,-,-,"2,633.70","1,690","23,250.00",65,25.10,63.55,"1,690",13.40,57.35,17.30,23,12,95,
,-,-,-,-,-,-,-,-,"2,576.25","1,690","23,300.00",130,57.75,60.00,"2,275",16.25,59.20,17.16,116,31,249,
,-,-1,2,-,"2,417.25",-264.45,-,-,"2,539.45","1,690","23,350.00",195,29.25,-,-,-,42.60,-,-,-,10,
,1,-1,2,-,"2,404.30",-320.70,-,-,"2,475.15","1,690","23,400.00",65,60.65,66.00,65,11.95,62.05,16.81,89,31,117,
,-,-,-,-,-,-,65,"1,882.15","2,445.45","1,690","23,450.00",-,-,70.00,65,15.95,64.75,16.72,13,13,55,
,103,-,3,-,"2,353.80",-276.55,-,-,"2,369.65",65,"23,500.00",65,70.80,71.00,650,20.50,70.70,16.81,"2,176",72,"2,410",
,-,-,-,-,-,-,-,-,"2,344.70","1,690","23,550.00",-,-,96.65,"1,690",20.30,69.35,16.46,17,14,41,
,1,-,2,-,"2,196.25",-224.40,65,"1,811.00","2,278.25","1,690","23,600.00",-,-,-,-,21.60,72.85,16.39,36,11,82,
,1,-,2,-,"2,150.60",-212.10,"1,755","1,735.10","2,243.65","1,690","23,650.00",325,65.10,-,-,16.50,75.10,16.24,13,13,37,
,1,1,2,-,"2,059.30",-120.55,-,-,"2,181.85","1,690","23,700.00",195,63.60,103.85,"1,690",23.65,78.65,16.15,51,29,107,
,1,-,2,-,"2,066.00",-203.25,65,"1,660.50","2,141.50","1,690","23,750.00",-,-,-,-,24.20,81.10,16.00,11,9,46,
,1,-,2,-,"2,017.40",-251.40,"1,755","1,610.55","2,089.80","1,690","23,800.00",65,86.20,88.90,65,28.00,86.10,15.98,571,193,660,
,1,-,2,-,"1,971.55",-247.60,"1,755","1,567.60","2,037.90","1,690","23,850.00",-,-,-,-,24.60,85.00,15.64,3,-,36,
,1,-,2,-,"1,952.40",-220.65,"1,755","1,559.95","1,993.40","1,690","23,900.00",65,63.80,97.95,65,32.35,92.60,15.73,301,54,290,
,8,-,2,-,"1,831.85",-129.05,"1,755","1,487.60","1,942.85","1,690","23,950.00",65,63.95,104.30,910,24.75,89.15,15.27,7,6,44,
,339,8,41,-,"1,784.00",-381.00,65,"1,769.95","1,816.05",65,"24,000.00",65,102.95,104.00,650,36.25,104.00,15.68,"4,732",802,"7,174",
