CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,13,-,53,-,"2,520.00",-44.30,65,"2,564.65","2,581.20",65,"23,100.00","13,650",1.75,1.85,"1,040",0.35,1.85,40.50,"2,94,715","17,520","99,040",
,2,-,-,-,"2,326.25",-,390,"2,472.70","2,587.10",390,"23,150.00","6,630",1.85,1.95,325,0.35,1.90,39.89,"86,236","2,612","6,168",
,3,-2,4,-,"2,425.00",-131.70,65,"2,422.75","2,525.80",65,"23,200.00",845,1.75,1.95,910,0.25,1.90,39.16,"92,577",71,"12,708",
,1,-,-,-,"2,538.55",-,65,"2,367.60","2,474.50",390,"23,250.00","1,625",1.85,2.20,130,0.20,1.85,38.31,"63,937","1,438","3,977",
,11,-3,5,-,"2,314.90",-116.65,65,"2,328.65","2,424.95",65,"23,300.00",130,1.95,2.05,780,0.35,2.00,37.92,"1,11,414","1,972","19,553",
,4,-,-,-,"2,377.50",-,65,"2,279.55","2,374.55",390,"23,350.00",520,2.00,2.40,130,0.35,2.00,37.19,"62,106","1,090","3,574",
,10,-3,4,-,"2,220.00",-181.40,65,"2,216.70","2,322.10",65,"23,400.00","1,300",2.10,2.25,845,0.40,2.15,36.76,"1,26,410","9,810","16,781",
,3,-,-,-,"2,302.25",-2.75,65,"2,173.10","2,278.45",390,"23,450.00","2,080",2.15,2.25,65,0.40,2.15,36.03,"62,385","1,292","3,013",
,317,-1,14,-,"2,170.00",17.50,130,"2,165.70","2,179.40",65,"23,500.00","3,640",2.10,2.20,"2,925",0.45,2.20,35.39,"4,26,970","18,267","87,085",
,3,-,-,-,"2,220.90",3.15,65,"2,086.00","2,184.30",390,"23,550.00","4,030",2.15,2.30,"1,235",0.40,2.25,34.74,"92,097",759,"4,263",
,12,-2,5,-,"2,025.00",-146.50,65,"2,063.05","2,080.65",65,"23,600.00","1,430",2.30,2.45,"1,625",0.45,2.35,34.18,"1,36,215","4,964","10,691",
,3,-,1,-,"1,969.05",-140.30,65,"2,014.15","2,073.50",65,"23,650.00",260,2.35,2.60,"1,885",0.45,2.45,33.60,"76,379","3,654","5,624",
,8,-2,5,-,"1,920.00",11.35,130,"1,963.45","1,980.80",65,"23,700.00","1,105",2.50,2.60,"1,755",0.50,2.55,33.02,"1,49,346","7,116","21,411",
,130,-,1,-,"1,894.60",0.80,65,"1,879.80","1,932.00",65,"23,750.00","1,950",2.55,2.75,"3,315",0.40,2.60,32.35,"84,232","4,051","6,933",
,24,-,1,-,"1,825.00",-18.00,65,"1,861.50","1,925.10",65,"23,800.00","1,235",2.60,2.80,260,0.60,2.75,31.82,"2,18,732","17,692","47,812",
,3,-,1,-,"1,769.35",-137.10,65,"1,814.90","1,829.70",65,"23,850.00","1,560",2.80,2.90,65,0.40,2.80,31.14,"78,607","2,105","4,743",
,11,-3,4,-,"1,736.00",-116.50,130,"1,765.20","1,787.95",65,"23,900.00","1,820",2.90,3.05,65,0.55,3.00,30.65,"1,43,630","3,439","22,359",
,2,-,-,-,"1,821.75",-,65,"1,697.75","1,775.35",390,"23,950.00",650,3.15,3.30,325,0.60,3.30,30.27,"76,494","4,417","7,128",
,"1,565",46,298,-,"1,678.05",22.70,65,"1,670.05","1,677.40",65,"24,000.00","4,290",3.30,3.45,65,0.40,3.35,29.55,"8,84,323","34,025","1,63,460",
,6,-,-,-,"1,708.20",-,65,"1,599.40","1,676.25",390,"24,050.00",520,3.35,3.65,"2,080",0.55,3.60,29.06,"1,37,004","3,086","5,875",
,139,-8,8,-,"1,540.00",-26.20,65,"1,569.90","1,581.75",65,"24,100.00","2,080",3.60,3.85,"1,690",0.50,3.80,28.49,"3,00,429","9,672","23,539",
