date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-06-23T03:58:10Z,99924.25,99940.50,102326.00,-35.75,0.00,100000.00,-75.75,-0.08,0.00,1
