CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,"2,408.35",-15.75,"1,755","2,407.80","3,045.25",65,"23,100.00","30,745",6.00,6.05,"2,470",0.80,6.00,33.33,"26,520","6,929","15,024",
,45,-,2,-,"2,548.60",163.00,"1,755","2,358.60","2,738.60","1,755","23,150.00","1,560",5.60,6.65,"2,600",0.45,6.00,32.75,"1,057",269,606,
,4,3,6,35.70,"2,545.55",204.45,"1,560","2,357.50","2,648.20","1,755","23,200.00",195,6.30,6.65,390,1.05,6.65,32.64,"7,601","1,305","3,095",
,2,-,2,-,"2,469.10",176.65,"1,755","2,279.00","2,659.35","1,755","23,250.00",390,6.25,6.90,195,1.05,6.95,32.26,"1,290",199,475,
,42,4,7,-,"2,399.25",131.60,"1,755","2,218.90","2,447.00",65,"23,300.00",65,6.70,6.80,260,0.70,6.65,31.47,"14,664","3,126","10,213",
,2,-,2,-,"2,359.50",162.80,"1,755","2,170.20","2,549.40","1,755","23,350.00",65,6.95,7.55,195,0.55,6.95,31.09,753,115,528,
,26,4,11,-,"2,325.10",207.95,65,"2,146.30","2,509.55",65,"23,400.00",195,7.00,7.70,195,1.05,7.50,30.84,"7,056",924,"4,486",
,3,-,2,-,"2,271.30",177.55,"1,755","2,149.15","2,646.15","1,755","23,450.00",650,6.55,8.15,130,0.10,7.20,30.06,456,77,514,
,"7,759",-823,973,-,"2,229.00",195.70,65,"2,228.00","2,235.95",65,"23,500.00",195,7.75,8.05,130,0.45,7.95,29.91,"34,698","4,194","33,372",
,2,-,2,-,"2,161.85",165.80,975,"1,972.65","2,338.60",780,"23,550.00",260,7.40,8.65,520,1.00,8.75,29.75,690,65,359,
,15,10,14,-,"2,120.00",188.20,65,"1,938.65","2,308.25",65,"23,600.00",195,8.25,8.65,130,0.30,8.50,29.01,"6,592",529,"3,286",
,23,-1,2,-,"2,055.05",132.00,"1,105","1,865.90","2,241.30","1,755","23,650.00",390,8.40,9.85,"1,300",-0.25,8.40,28.36,"1,235",13,304,
,21,1,10,-,"2,017.45",149.35,"1,755","1,831.80","2,199.10","1,560","23,700.00",195,8.90,9.65,195,0.05,9.15,28.13,"10,352","1,470","3,481",
,223,-,8,-,"1,937.45",118.55,650,"1,968.60","2,124.30",65,"23,750.00","1,300",8.45,10.00,"1,430",0.45,10.00,27.92,"1,663",249,657,
,98,6,9,-,"1,887.60",112.00,65,"1,715.85","1,996.15","1,755","23,800.00",65,10.25,10.40,195,-0.05,9.90,27.26,"23,133","5,272","9,696",
,28,-,3,-,"1,852.35",126.80,"1,755","1,666.90","2,040.55","1,755","23,850.00",650,9.35,10.85,260,-0.10,10.70,26.99,"1,150",4,410,
,103,7,9,-,"1,789.00",157.65,130,"1,825.80","1,978.45","1,755","23,900.00","3,380",10.60,11.15,195,-0.65,10.60,26.32,"13,168","1,308","4,695",
,9,-,3,-,"1,753.35",124.90,650,"1,764.00","1,799.95",130,"23,950.00","1,950",10.30,12.00,"1,170",-0.70,11.70,26.14,"2,616",249,"1,227",
,"13,896",-153,"1,178",22.32,"1,740.35",202.00,65,"1,734.05","1,740.35",195,"24,000.00",260,11.75,11.95,65,-1.00,11.95,25.60,"79,450","23,691","56,924",
,6,-,3,-,"1,654.65",129.45,650,"1,662.70","1,700.65",130,"24,050.00",325,12.00,12.55,325,-1.20,12.20,25.06,"3,925",418,"1,056",
,109,-12,29,-,"1,607.80",187.60,130,"1,624.50","1,651.40",65,"24,100.00",260,12.70,12.95,325,-1.75,12.70,24.60,"13,649","1,305","7,734",
