date,equity,equity_mid,cash,unrealized_pnl,realized_pnl,peak,drawdown,drawdown_pct,daily_pnl,open_positions
2026-04-21T05:03:38Z,100000.00,100000.00,100000.00,0.00,0.00,100000.00,0.00,0.00,0.00,0
